balance,account_age_days,avg_loan_amount,income,credit_score,credit_amount,application_date,last_contact,income_to_credit_ratio,city,birth_date,years_at_job,client_id,application_id,address,previous_loans,late_payments_3y,employment_type,owns_car,owns_house,default
7503.72,332,19438,23752.0,841,9479,2025-02-14,2025-04-01,2.505749551640468,Burnettton,1969-08-21,4,C-449906,APP-2023-433959,"106 Gary Fields
Edwardschester, WY 57591",1,5,Permanent,1,0,1
601.06,716,7255,39402.0,363,72868,2025-06-27,2025-07-15,0.5407311851567217,East Meganborough,1947-07-31,28,C-731313,APP-2023-855000,"3831 Wallace Park Apt. 056
Robertview, NY 43376",3,2,Permanent,1,0,0
4795.11,1106,22585,22487.0,662,170739,2025-03-11,2025-05-16,0.1317039457886013,South Jeffreyburgh,1985-09-27,10,C-924177,APP-2023-194648,"3383 Phyllis Pines Suite 946
North Nancychester, CA 47035",3,0,Temporary,0,0,0
9962.46,1682,44876,29842.0,749,184724,2024-12-15,2025-01-28,0.1615491219332626,Hendersonmouth,1995-06-19,27,C-403103,APP-2023-48158,"479 Bautista Avenue Suite 888
Ashleymouth, NY 60214",1,1,Self-employed,1,0,0
4741.07,2164,41769,40631.0,387,119309,2024-11-22,2025-02-14,0.3405526825302366,New Kimberlyview,1983-03-26,12,C-85116,APP-2023-242123,"6796 Kathryn Springs Apt. 674
Pattersonside, AR 64572",3,2,Permanent,1,0,0
5841.35,654,37977,33192.0,410,157106,2025-01-21,2025-02-03,0.2112713709215434,East Susan,1997-06-23,25,C-718701,APP-2023-929467,"89971 Gill Cliff Suite 937
Banksberg, DE 47175",3,3,Temporary,1,0,0
1704.08,1470,6916,49444.0,451,43872,2025-05-05,2025-05-28,1.1270058351568195,West Josephview,1969-07-31,17,C-429260,APP-2023-88997,"8630 Alexandra Road Suite 478
North Wendymouth, OH 91748",0,2,Permanent,0,0,0
7222.61,147,39776,53960.0,792,186142,2025-04-06,2025-05-31,0.2898862158996895,West Kennethburgh,2004-04-05,25,C-317795,APP-2023-45490,"89082 Stephen Gardens
Crosbychester, LA 11163",4,1,Permanent,1,1,1
6336.18,1850,11360,47126.0,796,179179,2025-01-08,2025-01-29,0.2630107322844753,Millerhaven,1958-11-18,18,C-788825,APP-2023-615645,"270 Robertson Fork Apt. 162
Mooreside, CO 57381",5,4,Unemployed,1,1,0
5359.28,138,29614,24122.0,679,143835,2024-09-21,2024-10-08,0.1677060520735565,Hoffmantown,1973-03-25,12,C-219940,APP-2023-638500,"8811 West Falls Suite 792
Charlesfort, MT 82679",3,1,Permanent,0,0,0
5777.9,1784,42860,51213.0,799,152154,2025-05-16,2025-08-12,0.3365866161914902,Port Stephaniestad,1947-11-22,9,C-531571,APP-2023-224452,"12102 Murphy Courts
New Juliaberg, VT 75261",1,1,Permanent,1,1,0
2541.8,2967,36257,17895.0,427,144370,2025-04-04,2025-04-06,0.1239523446699452,Allenmouth,1975-11-29,27,C-215262,APP-2023-411010,"USCGC Briggs
FPO AE 21824",2,1,Permanent,1,0,1
6070.74,1573,39912,66835.0,702,155382,2024-07-14,2024-10-02,0.4301334774941756,Lake Kimberlyfort,2001-01-05,16,C-869460,APP-2023-527866,"131 Hayes Trail
Christopherstad, CO 59707",3,0,Permanent,0,0,0
8436.13,434,28866,33267.0,619,162203,2025-06-11,2025-09-04,0.2050948502802044,North Angela,1985-04-28,21,C-671597,APP-2023-937579,"7666 Hendricks Forge
Brownmouth, FL 99582",3,1,Unemployed,0,0,0
6429.37,2643,31977,4194.0,514,40678,2024-11-17,2025-01-01,0.1031024140813216,Deannaville,1988-04-27,22,C-664545,APP-2023-282758,"030 Cochran Plains Suite 882
Mcgeeburgh, NC 20132",1,2,Permanent,1,0,0
3998.91,1517,27006,44941.0,317,195966,2024-07-20,2024-09-23,0.2293305981649878,Lake Bridget,1990-09-27,18,C-53993,APP-2023-421971,"0115 King Tunnel
Mccoyville, VA 01004",1,1,Permanent,1,0,0
1436.22,3023,3657,22917.0,754,61029,2025-01-17,2025-02-05,0.375510003440987,North Ashleyview,1989-04-22,31,C-868722,APP-2023-449449,"126 Katherine Mills Suite 394
Tamarabury, NM 27385",2,1,Permanent,0,1,0
6091.13,1873,30586,12612.0,431,141208,2024-09-12,2024-10-03,0.089315052971503,Jeremychester,1963-12-28,34,C-852457,APP-2023-50205,"94552 Michael Drives
Angelashire, VA 29434",6,2,Permanent,0,1,0
7552.59,3142,48710,36941.0,353,56709,2025-01-21,2025-02-05,0.6514133559047065,Nicholasside,2003-10-13,34,C-382243,APP-2023-25123,"6852 Abbott Island
North Cynthia, ME 28724",1,2,Temporary,0,0,0
6692.1,2535,49153,2021.0,531,79040,2025-03-01,2025-03-18,0.0255693319838056,Staceyberg,1949-11-24,31,C-105230,APP-2023-268161,"4147 Norman Corner
East Karenhaven, ME 23132",2,3,Permanent,1,0,0
6045.03,1607,18878,33607.0,810,175441,2025-05-07,2025-05-22,0.1915572756653233,East Thomas,1953-01-10,16,C-175301,APP-2023-142239,"7427 Miller Greens
Bryanside, AL 92083",1,3,Permanent,1,1,0
5480.83,2316,36144,33799.0,792,137832,2025-03-16,2025-04-13,0.2452188171106854,Wardport,1978-03-30,24,C-894212,APP-2023-159941,"981 Joshua River
Lake Kevin, VT 05814",3,2,Permanent,1,0,0
4198.85,2320,13095,36688.0,435,105776,2025-04-24,2025-06-29,0.3468461654817728,South Stephanieshire,1945-02-16,1,C-990975,APP-2023-131397,"USCGC Shah
FPO AA 53009",1,1,Permanent,1,1,0
11290.65,486,14786,34381.0,815,135740,2025-06-15,2025-08-12,0.2532856932370709,Scottside,1993-03-05,13,C-319324,APP-2023-460785,"8782 Caroline Crossroad Apt. 445
Lauramouth, IL 53299",4,1,Permanent,0,1,1
7276.65,1205,9080,74566.0,741,17567,2025-04-12,2025-05-05,4.2446632891216485,Kathrynmouth,1975-05-27,7,C-716132,APP-2023-77133,"3762 Matthew Stream Suite 975
Knappmouth, TN 55093",2,1,Permanent,0,1,0
3181.58,1591,31326,25506.0,323,128832,2025-05-01,2025-05-11,0.1979787630402384,New Randall,1983-02-18,0,C-60560,APP-2023-665284,"38546 Carter Parkways
Lake Stephen, CA 14356",1,1,Permanent,1,1,0
7124.11,996,16593,45192.0,440,100275,2025-03-05,2025-04-15,0.4506806282722513,Hendersonside,1971-10-11,39,C-213203,APP-2023-750818,"0243 Mcdonald Lodge
Mariashire, VT 13797",4,3,Permanent,1,1,0
6287.39,443,47942,39126.0,647,130503,2025-05-24,2025-06-12,0.2998091997885106,North Francisco,1953-12-21,15,C-597879,APP-2023-714252,"633 Nixon Village
Harrischester, TN 09230",3,1,Temporary,0,1,0
6324.98,3240,31002,27105.0,345,76304,2025-04-30,2025-06-15,0.3552238414762004,Port Tammy,1982-06-07,10,C-928111,APP-2023-975324,"256 Morales Rest Suite 579
Prattfort, VI 13506",4,1,Permanent,1,0,0
3551.34,2851,3530,6263.0,836,26148,2024-08-25,2024-09-06,0.2395211870888786,Port Shawnland,1966-09-21,37,C-587787,APP-2023-194426,"666 Steven Cliff Apt. 704
Brentberg, AL 37773",4,2,Temporary,0,0,1
8602.04,899,33472,36095.0,526,190084,2025-02-16,2025-02-18,0.1898897329601649,North Angelaside,2001-08-07,31,C-506634,APP-2023-68788,"151 Jessica Union
Whitakerville, MI 48633",2,0,Permanent,1,0,0
8565.11,1457,34310,47110.0,547,169566,2024-11-22,2025-01-27,0.2778269228500997,Port Victoriamouth,1954-01-18,7,C-597841,APP-2023-257345,"0882 Lori Fields
East Amandamouth, ND 38771",3,0,Permanent,1,1,1
2787.87,2057,1971,29520.0,340,157341,2024-12-12,2025-03-10,0.1876179762426831,South Matthew,1986-06-07,32,C-636837,APP-2023-826127,"PSC 5173, Box 6792
APO AE 50141",5,1,Temporary,0,1,0
2215.05,1103,28789,30340.0,810,148893,2025-02-17,2025-02-20,0.2037704929043004,Paynebury,2005-10-08,4,C-982449,APP-2023-452714,"71605 Taylor Place
Shannonside, GU 01444",1,2,Permanent,0,0,0
5175.28,3248,13347,17310.0,361,88702,2024-11-22,2024-12-05,0.1951477982458118,South Austin,1961-04-29,24,C-732534,APP-2023-700189,"35794 Scott Prairie
Hendrixport, FL 91629",1,2,Permanent,1,0,0
7901.87,3562,47880,8796.0,374,111405,2024-08-19,2024-08-25,0.0789551635922983,North Alisonhaven,2001-01-09,13,C-54372,APP-2023-862752,"33824 Katherine Flats Apt. 151
South Lisafurt, WV 30321",0,2,Permanent,0,0,0
6634.34,1491,21904,48105.0,406,69212,2024-07-22,2024-09-13,0.6950384326417385,Bakerborough,2007-05-11,1,C-56470,APP-2023-916862,"201 Robert Glen Suite 964
South Sara, MN 87305",3,2,Permanent,0,0,0
7675.79,1185,48117,29397.0,428,144500,2024-12-14,2025-02-07,0.203439446366782,East Sarah,1976-06-20,28,C-381989,APP-2023-117588,"504 Shawn Mission Suite 081
West Jack, MD 44006",3,0,Permanent,1,0,0
6877.17,2356,18287,28026.0,659,89327,2024-09-28,2024-10-16,0.3137461237923584,New Cheryl,2004-03-06,1,C-712316,APP-2023-470311,"2406 Brady Keys Suite 985
Brewershire, WY 51029",3,1,Temporary,0,0,0
8035.57,1041,17445,53836.0,503,54711,2025-05-26,2025-07-31,0.9840068724753706,Loveborough,1976-11-10,38,C-34892,APP-2023-908380,"6599 Dean Park Apt. 428
Wilkersonview, UT 95066",1,2,Self-employed,0,0,0
2209.07,2613,40965,6255.0,761,38484,2024-11-12,2025-01-23,0.162535079513564,Elijahfurt,1985-10-29,37,C-400230,APP-2023-992552,"PSC 1953, Box 3844
APO AP 78728",1,1,Temporary,0,1,0
3936.44,2375,22926,53.0,417,46645,2025-05-08,2025-08-03,0.0011362418265623,North Jennifertown,1950-10-18,30,C-499584,APP-2023-230438,"34511 Johnston Freeway
New Kellyshire, AK 09548",1,2,Permanent,0,0,1
2498.69,1542,2175,23830.0,688,160728,2024-07-21,2024-09-06,0.1482629037877656,Samanthafort,1963-02-10,11,C-983646,APP-2023-411415,"82724 Owen Dam
New Diamond, TN 27395",1,0,Permanent,1,0,0
6487.49,3355,47586,22960.0,609,110700,2025-02-12,2025-05-06,0.2074074074074074,Schmidtburgh,1945-10-17,33,C-951705,APP-2023-312386,"USNV Olson
FPO AA 85251",2,4,Self-employed,1,1,0
1494.06,2696,1370,53950.0,689,95863,2024-08-09,2024-08-25,0.5627823039128756,Rebeccachester,2002-09-24,18,C-508911,APP-2023-929639,"166 Stephanie Meadows
Reevesland, MS 02357",3,0,Permanent,1,1,0
9086.94,1204,12642,25731.0,354,161159,2024-08-08,2024-09-05,0.1596621969607654,Ambermouth,2004-05-21,2,C-842029,APP-2023-72958,"736 Hernandez Plains Apt. 676
Frenchview, NY 06061",1,2,Unemployed,1,0,0
803.01,2910,20900,17884.0,456,81326,2024-10-20,2024-12-21,0.2199050734082581,Jacobfurt,1993-05-21,4,C-264530,APP-2023-535667,"1141 Jennifer Keys
Port Allisonton, ND 70988",0,1,Permanent,1,1,0
6229.77,1418,22231,42321.0,643,198459,2025-05-12,2025-06-22,0.2132480764288845,Cookchester,1968-06-24,23,C-613529,APP-2023-890131,"8832 Becky Forges Apt. 645
Aliciamouth, PW 24321",2,6,Permanent,1,0,0
5570.47,1456,9751,12719.0,418,75840,2024-09-13,2024-11-18,0.1677083333333333,Courtneyfort,1948-10-02,8,C-770864,APP-2023-532189,"71232 Small Orchard Apt. 329
South Jeffrey, WA 11065",1,2,Permanent,0,0,0
3830.31,2094,40593,31174.0,675,27040,2024-07-18,2024-07-19,1.1528846153846153,Connieburgh,2003-11-29,38,C-764486,APP-2023-296175,"281 Megan Points Apt. 703
Lake Susanland, KY 91286",2,2,Permanent,1,0,0
3904.14,1854,46075,17692.0,309,122315,2024-09-07,2024-11-07,0.1446429301393942,East Dennishaven,1962-03-06,8,C-766480,APP-2023-509464,"861 Thompson Road
Port Edwardport, SD 45107",3,1,Temporary,1,0,0
7753.96,3312,1468,21402.0,723,32921,2024-09-25,2024-10-09,0.6501017587558093,Johnsonfort,1950-09-14,8,C-987220,APP-2023-8550,"622 Jordan Brook Apt. 255
Hernandezchester, MD 92097",3,2,Permanent,0,0,1
10233.89,1133,41630,20152.0,804,7076,2025-05-28,2025-07-27,2.847936687394008,North Anitaborough,1962-08-15,35,C-141394,APP-2023-577521,"20779 Diaz Valley
North Laura, WA 84738",2,0,Temporary,1,1,1
1213.82,1344,49322,41540.0,818,110099,2024-10-11,2024-11-21,0.3772967965194961,Gallagherfort,1966-09-03,10,C-456623,APP-2023-167196,"17636 Jennifer Union Apt. 988
South Sharon, MH 32060",1,1,Permanent,1,1,0
877.63,556,5622,22499.0,678,55568,2025-05-18,2025-08-08,0.4048913043478261,South Davidfurt,1949-04-30,12,C-531677,APP-2023-379236,"40589 Kyle Path Apt. 697
Mooreland, UT 25635",2,4,Permanent,1,1,0
3303.44,1053,43711,24241.0,648,71638,2025-02-18,2025-04-15,0.3383818643736564,Robinsonfort,1987-07-15,23,C-676985,APP-2023-155337,"96021 Nicole Mountain Suite 353
North Mark, AZ 58874",1,2,Temporary,1,1,0
7477.59,605,3764,32608.0,666,172863,2024-09-09,2024-12-06,0.1886349305519399,Brittanybury,1993-03-11,26,C-964481,APP-2023-595172,"72145 Mason Pass
West Jasonport, AZ 86250",2,1,Permanent,0,0,0
6754.91,617,19832,29102.0,543,26300,2025-06-13,2025-07-30,1.1065399239543727,Port Charles,1985-05-26,6,C-459330,APP-2023-704698,"174 Thomas Lodge Suite 911
South Malikborough, OH 09064",2,0,Unemployed,0,0,0
4891.37,1951,17980,358.0,750,170556,2024-07-15,2024-09-04,0.0020990173315509,South Darlenebury,1998-11-26,23,C-492376,APP-2023-137284,"24897 Jonathan Ways
West Melissa, WA 04845",2,1,Permanent,1,0,0
6445.92,939,30947,34191.0,573,58405,2024-09-28,2024-11-25,0.5854122078589162,Port Jacqueline,2003-12-27,11,C-416043,APP-2023-50793,"26191 Larry Camp Suite 360
New Sallymouth, AL 40122",1,1,Temporary,0,1,1
7012.92,2469,3120,40456.0,601,32968,2025-05-15,2025-07-02,1.227129337539432,Billhaven,1963-09-16,12,C-575202,APP-2023-891423,"6423 Wagner Circles
Heathershire, MD 03926",1,2,Permanent,1,1,0
5596.19,2617,25100,24426.0,681,131851,2024-08-10,2024-08-27,0.1852545676559146,Port Michael,1985-08-29,32,C-664472,APP-2023-8989,"741 Jimenez Circles
Lake Monicahaven, AZ 75080",3,3,Unemployed,1,0,1
6836.51,1199,40046,38010.0,629,58308,2025-07-06,2025-07-21,0.6518831035192426,East Christopherfort,1979-05-29,29,C-336428,APP-2023-620439,"66821 Salinas Ridge
North Taylorfurt, WI 13882",4,3,Permanent,1,1,1
3522.69,78,40159,41510.0,827,161991,2025-01-24,2025-02-09,0.2562488039458982,Murraytown,1953-04-29,39,C-575869,APP-2023-215815,"8863 White Mission Apt. 449
West Elizabethmouth, MP 24576",0,2,Temporary,1,0,1
1268.33,45,42610,39291.0,624,74233,2025-04-01,2025-06-17,0.5292929020785904,Lake Michelemouth,1964-03-25,2,C-381543,APP-2023-569773,"739 John Vista
East Danielburgh, OR 31071",4,0,Permanent,1,0,0
3884.4,103,37187,56090.0,523,115968,2024-07-20,2024-09-12,0.483667908388521,Marcusberg,1993-10-30,2,C-292219,APP-2023-740130,"286 Booth Fort
East Kristin, WV 36684",0,1,Permanent,0,1,1
5343.02,520,8817,25824.0,704,9788,2025-04-19,2025-05-18,2.638332652227217,East Michaelchester,1998-12-27,18,C-671260,APP-2023-462609,"PSC 3633, Box 1082
APO AE 63099",1,0,Permanent,1,0,0
7726.97,1948,9678,42638.0,686,189600,2024-12-05,2024-12-08,0.2248839662447257,Lake Marthastad,1952-12-02,21,C-394089,APP-2023-541950,"8041 Cody Trafficway Apt. 129
Johnmouth, MI 24687",1,2,Permanent,0,0,0
8246.8,1863,40643,26354.0,345,155293,2025-05-30,2025-06-25,0.1697050092405968,Hollandchester,1994-02-26,35,C-810489,APP-2023-839988,"238 Smith Lodge
East Juan, NE 79319",0,2,Permanent,0,0,0
3303.32,2739,16614,28052.0,408,101670,2025-05-21,2025-07-25,0.2759122651716337,Carpenterview,1992-08-07,32,C-345832,APP-2023-298121,"46846 Andersen Corners Suite 712
Trevinoport, OK 83609",3,2,Permanent,1,1,0
3417.83,1814,24284,22796.0,357,12565,2024-08-21,2024-10-14,1.8142459212097093,South Lauren,1951-09-05,18,C-393844,APP-2023-391089,"978 Danielle Streets Suite 365
Noahview, PA 57400",2,1,Permanent,0,0,0
11150.3,3249,40510,3769.0,535,26785,2024-08-25,2024-11-10,0.1407130856822848,Norrisview,1961-04-04,31,C-27647,APP-2023-982163,"PSC 9778, Box 6020
APO AA 86254",3,4,Permanent,0,1,0
7718.59,2751,8884,39085.0,500,195575,2025-05-06,2025-06-23,0.1998466061613192,South Austinberg,1956-04-02,10,C-139101,APP-2023-176470,"20700 Matthew Valleys Apt. 007
North Ianbury, NV 20126",4,4,Permanent,0,0,0
6654.33,521,17047,617.0,735,67158,2024-08-10,2024-08-27,0.0091872896750945,South Justinhaven,1979-06-06,32,C-922974,APP-2023-320533,"4821 Lisa Lock Apt. 823
North Ariana, FM 60363",4,2,Permanent,1,0,1
8195.42,1426,3930,30111.0,768,93876,2025-02-24,2025-03-30,0.320752908091525,New Tashaton,1980-09-28,28,C-955096,APP-2023-112475,"9769 Perez Parkway
West Amyburgh, PR 36771",3,4,Permanent,1,1,0
2682.01,1376,42944,29354.0,316,170112,2024-12-02,2024-12-06,0.1725569036869827,Henrymouth,1978-10-23,34,C-259830,APP-2023-85301,"9706 Hendricks Pass
Lake Mariafort, CA 25611",1,3,Permanent,1,1,1
135.63,2037,5673,28271.0,692,161032,2025-02-14,2025-04-16,0.1755613791047742,Thomasburgh,1964-06-02,3,C-29410,APP-2023-977851,"28757 Barron Dale Suite 587
Lake Jenniferfort, GA 34154",1,1,Temporary,1,1,0
3505.84,1894,47135,40618.0,722,50931,2025-01-13,2025-02-05,0.7975103571498694,East Stevenport,1997-06-04,2,C-569608,APP-2023-480528,"85420 Mallory Forks
East Kylemouth, NV 74163",2,1,Permanent,0,0,0
543.65,3426,18076,26975.0,738,137121,2024-09-17,2024-11-11,0.1967240612305919,Kristymouth,1991-04-12,25,C-768484,APP-2023-416469,"07037 Andrew Fields Apt. 228
Kevinmouth, MI 39136",1,1,Permanent,0,0,1
3677.87,1779,11152,30371.0,398,62453,2024-12-06,2024-12-24,0.4863016988775559,New Ginashire,1980-09-06,2,C-865133,APP-2023-274863,"09045 Pamela Valleys
Youngview, SD 75451",0,2,Permanent,0,0,0
8677.95,2869,16255,5020.0,620,110547,2025-03-18,2025-05-13,0.0454105493590961,Williamfort,1987-11-16,35,C-114404,APP-2023-811936,"3157 Lisa Mountains
South Emma, PW 14280",2,1,Permanent,1,1,0
12049.35,267,23556,55571.0,300,162017,2024-09-22,2024-12-02,0.3429948709086083,Jonesview,1999-03-03,36,C-505583,APP-2023-12613,"9229 Shelby Corners Apt. 439
Barberland, VA 69759",0,3,Permanent,0,0,1
258.26,637,15188,17290.0,679,35541,2024-08-14,2024-10-21,0.4864804029149433,Lake Calebland,1982-03-15,27,C-255977,APP-2023-304059,"1880 Williams Harbor
East David, WA 71400",2,1,Temporary,1,0,0
3353.38,1622,20824,37164.0,481,22336,2025-02-28,2025-05-17,1.6638610315186246,South Chadland,1997-12-07,3,C-583607,APP-2023-911209,"501 Lloyd Stravenue Apt. 840
New Michelle, DC 23396",2,2,Permanent,1,0,0
1535.89,2388,43915,35429.0,520,187623,2025-02-22,2025-04-05,0.1888307936660217,Isaacton,1944-07-10,23,C-794934,APP-2023-387295,"3331 Avery Ways Apt. 425
New Matthew, KY 86756",5,4,Self-employed,0,1,0
4957.07,1860,1692,35479.0,423,148907,2024-11-04,2024-12-22,0.2382628083300315,New Michaelmouth,1976-12-18,30,C-947158,APP-2023-466040,"5750 Allen Heights Suite 489
West Vincentborough, MN 48354",0,0,Permanent,0,0,0
1278.6,1558,7852,54756.0,375,143762,2025-02-14,2025-04-16,0.3808795091887981,Arnoldview,1951-06-15,36,C-935817,APP-2023-212912,"72872 Colleen Trace
Kristiton, LA 78990",0,0,Permanent,1,0,0
7036.14,987,31076,25915.0,483,139887,2025-04-06,2025-05-20,0.1852566714562468,Lake Douglasport,1984-02-06,11,C-969635,APP-2023-391201,"19893 Carter Roads
South Elizabethside, MS 32195",3,3,Permanent,0,1,0
3064.41,3227,22377,32554.0,470,47682,2025-06-16,2025-08-25,0.6827314290507949,South Christopherhaven,1949-07-31,2,C-365226,APP-2023-53621,"04933 Kayla Point Suite 300
New Megan, OH 74454",2,3,Permanent,1,1,0
8667.71,290,27524,22369.0,339,106813,2024-10-04,2024-12-02,0.2094220740921049,Frenchtown,1955-05-15,7,C-240005,APP-2023-618330,"540 Nathan Coves
Oconnorton, IL 65342",1,0,Permanent,1,0,0
8069.29,1726,18000,45747.0,425,193406,2025-02-27,2025-04-30,0.2365335098187233,Smithville,1970-06-08,10,C-159404,APP-2023-290624,"1338 Cook Throughway Apt. 248
Port David, WV 61345",5,0,Permanent,1,0,0
3397.97,2181,30465,46084.0,806,58580,2025-02-26,2025-03-22,0.7866848753840902,Port Michael,1992-09-19,36,C-764791,APP-2023-560955,"0993 Coleman Place
Port Joebury, HI 39502",4,4,Self-employed,1,0,0
4946.65,2562,17038,22708.0,583,85604,2024-08-14,2024-10-16,0.265267978131863,Browntown,1946-02-23,36,C-207171,APP-2023-411676,"192 Carla Coves
Lake Sarah, NM 49669",3,0,Permanent,0,0,1
8485.8,3174,12860,31611.0,761,90051,2025-05-30,2025-08-15,0.3510344138321618,New Becky,1956-07-25,35,C-108096,APP-2023-379546,"72702 Powell Summit Apt. 097
South Frank, WA 49805",0,0,Permanent,1,0,0
6828.73,1587,33746,24471.0,651,152542,2024-10-29,2024-11-12,0.1604213921411807,South Brandon,1984-02-23,16,C-986673,APP-2023-436802,"6111 Miller Corners Apt. 210
Adamland, MH 74585",2,1,Temporary,0,1,0
4104.25,2977,7882,32753.0,710,48154,2025-05-09,2025-07-26,0.6801719483324334,East Christophertown,1956-05-10,4,C-918738,APP-2023-130425,"89240 Isabella Pines
Smithchester, PR 10094",0,2,Permanent,0,1,0
5939.64,2180,5137,58216.0,829,60990,2024-12-02,2025-02-20,0.9545171339563864,Hallhaven,1965-02-01,37,C-530910,APP-2023-872154,"3884 Jessica Canyon Suite 025
Harrismouth, RI 26119",4,1,Permanent,1,0,0
4899.58,2217,18087,25532.0,509,106543,2025-04-23,2025-05-29,0.2396403330110847,South Scott,1965-07-09,23,C-573590,APP-2023-254408,"806 Hicks Manors Apt. 700
Lake Josephville, MO 34441",1,3,Permanent,0,1,1
4971.53,623,9961,9615.0,832,120189,2025-01-08,2025-02-18,0.0799990015725232,Brandiborough,1968-08-20,17,C-681860,APP-2023-935509,"675 Taylor Branch Apt. 615
Dennishaven, NV 72453",2,4,Permanent,1,1,0
6908.29,342,40999,6074.0,577,31653,2024-08-28,2024-11-25,0.1918933434429595,New Theresa,1985-06-02,32,C-850961,APP-2023-486643,"5114 Banks Valleys
Port Devinmouth, VA 34791",5,4,Temporary,1,0,1
4945.02,2237,30076,20420.0,828,32515,2024-11-22,2024-12-27,0.6280178379209596,New Amber,2005-02-19,2,C-977065,APP-2023-918314,"23127 Mason Path
New Marvinchester, SC 40642",2,1,Permanent,1,0,1
3958.84,221,36826,31920.0,669,111036,2025-05-28,2025-07-08,0.2874743326488706,Velasquezside,1965-03-01,27,C-417494,APP-2023-54863,"1305 Singleton Hollow
Melissahaven, CO 09306",1,3,Permanent,1,0,0
4751.9,1459,28831,10400.0,474,7399,2025-03-11,2025-05-29,1.4055953507230707,Colemanstad,1954-10-21,20,C-401337,APP-2023-573216,"5735 Tyler Dam Apt. 924
Lake Dannyview, VA 18359",1,1,Self-employed,1,0,0
9215.84,2175,27392,49297.0,749,156801,2024-09-04,2024-11-05,0.314392127601227,Huynhtown,1955-02-09,38,C-891841,APP-2023-689367,"105 Linda Rue Apt. 449
Port Laura, AR 01289",1,2,Permanent,1,1,0
2703.48,3522,11394,41824.0,398,26322,2024-07-23,2024-08-20,1.5889370108654357,Torresview,1990-10-25,9,C-289149,APP-2023-282145,"69690 Hall Mission Apt. 078
Moralesburgh, IN 12731",2,2,Self-employed,0,1,0
289.02,2822,6989,19443.0,383,186919,2024-11-12,2024-11-21,0.1040183180950037,South Alicia,1946-03-15,11,C-993683,APP-2023-699307,"94042 Cooper Land Suite 441
Port Cody, VA 02233",0,3,Permanent,1,0,0
12141.86,409,25896,46371.0,436,99041,2025-01-22,2025-04-11,0.4682000383679486,Jamesmouth,1968-10-12,18,C-170402,APP-2023-931987,"USNV Fitzpatrick
FPO AA 43231",2,1,Self-employed,0,0,0
4451.42,2491,33312,43982.0,766,8041,2024-12-23,2025-01-13,5.4697176968038805,East Brandy,1946-01-11,0,C-978431,APP-2023-504878,"620 Davis Square
Port Ashley, TX 21664",2,0,Self-employed,1,1,0
